shot_id,campaign,current_range,divertor_config,plasma_shape,preshot_description,postshot_description,timestamp,heating,pellets,rmp_coil
15179,M6,,Conventional,,"
Reload #15157 (lower SND, programmed VDE after 0.3s), DIVCAM Dalpha filter
","
nice shot, no VDE though, but nice Ip ramp down :-), good density match to #15159  (repeats of 15157 after aborts), density about 
",2006-05-03 09:34:00,,False,
15180,M6,,Conventional,,"
Repeat with DIVCAM HeII filter
","
another beauty :-), density about 10% higher than 15179, AMH failed
",2006-05-03 09:57:00,,False,
15181,M6,,Conventional,,"
reload #15177 (similar to 15165), GP at 400mm, no recip. programmed, DIVCAM on lower divertor (was at midplane)
","
good shot, density about 5% higher, some UFOs, SXR higher and radiated power about 7% higher
",2006-05-03 11:15:00,,False,
15182,M6,,Conventional,,"
repeat with GP moved forward to 1.50, 6cm reciprocation (reload from 15115), O/B HELIOS vacuum not helathy.
","
GP reciprocated, good shot
",2006-05-03 11:38:00,,False,
15183,M6,,Conventional,,"
Long Delay: Waiting for PIC
Repeat with GP reciprocates to 1.43m
","
Good shot, GP data ok
",2006-05-03 12:11:00,,False,
15185,M6,,Conventional,,"
retry
","
good shot,  strong interaction of GP with plasma, nice repeat, GP data looks funny %-0, useful for DIVCAM
",2006-05-03 12:38:00,,False,
15186,M6,,Conventional,,"
straight repeat
","
nice again ;-)  GP data bad again :-( usful for DIVCAM
",2006-05-03 13:03:00,,False,
15187,M6,,Conventional,,"
repeat with GP 1cm further out (1.41m)
","
forgot GDC, high density, nice shot though, GP data still funny :-(
",2006-05-03 13:22:00,,False,
15188,M6,,Conventional,,"
Area Open: Replace GSP amp, access to NBI cage and work on Outboard Helios.
Repeat
","
Density still too high.
",2006-05-03 14:30:00,,False,
15189,M6,,Conventional,,"
Repeat. 
","
Good shot
",2006-05-03 14:50:00,,False,
15190,M6,,Conventional,,"
Restore 15179: LSND
","
Density a little higher than ref.shot. Some interaction with P3
",2006-05-03 15:08:00,,False,
15192,M6,,Conventional,,"
Retry
","
OK
",2006-05-03 15:43:00,,False,
15194,M6,,Conventional,,"
Retry
","
Short shot - FA2 trips at 175ms
",2006-05-03 16:15:00,,False,
15196,M6,,Conventional,,"
Retry
","
Strong probe interaction.
",2006-05-03 16:40:00,,False,
15198,M6,,Conventional,,"
Open area to  replace GP amp.
Repeat
","
OK Plasma but - Problem with replaced amp
",2006-05-03 17:21:00,,False,
15199,M6,,Conventional,,"
Open area to investigate amp problem.
Repeat.
","
Good Shot
",2006-05-03 18:21:00,,False,
15202,M6,,Conventional,,"
standard test shot IR camera smaller window for upper divertor
","
good shot nice Ip ramp
",2006-05-04 08:49:00,,False,
15203,M6,,Conventional,,"
reload 15169 but use only outboard gaz puff  setting gas11 and 12  (uppper/lower inboard) to zero and switching off inboard gaz puff mid plane to obtain flat top density
","
density too high.  oops forgot  to stop density control feedback on gaz11 & gaz 12.
",2006-05-04 09:58:00,,False,
15204,M6,,Conventional,,"
Repeat altering flow rate reference waveform to obtain flat top density between 230 and 265 ms. ZREF from 10 to 0 at the end of the plasma for IR. 
","
could do better. 
",2006-05-04 10:14:00,,False,
15205,M6,,Conventional,,"
repeat with reducing more significantly the flow rate 
","
flat top density during the snake after the zone of interest for GP. 
",2006-05-04 10:29:00,,False,
15206,M6,,Conventional,,"
repeat stop fueling at 200 ms
","
not good
",2006-05-04 10:45:00,,False,
15207,M6,,Conventional,,"
repeat with earlier cut off
","
still bad
",2006-05-04 11:00:00,,False,
15209,M6,,Conventional,,"
repeat
","
better density
",2006-05-04 11:22:00,,False,
15210,M6,,Conventional,,"
repeat reducing fueling again. RP set 60ms earlier.
","
density flat top there (thanks to Andy). filamentary structure during disruption in IR on upper divertor.  locked mode at 319ms.
oops (wrong time for RP)
",2006-05-04 11:40:00,,False,
15211,M6,,Conventional,,"
repeat with proper RP time
","
good shot. good density flat top. locked mode disruption.
",2006-05-04 12:00:00,,False,
15212,M6,,Conventional,,"
repeat trying an earlier flat top density
","
we have our reference shot now. triple strike point then disruption.
",2006-05-04 12:15:00,,False,
15213,M6,,Conventional,,"
repeat with RP forward to the plasma now.
","
good shot. weak interaction plasma/probe.
",2006-05-04 12:34:00,,False,
15214,M6,,Conventional,,"
repeat with probe 1cm forward
","
good shot but lower density. shot by shot we loose density. smooth disruption on divertor. no hot spot as usual. only four filaments during power load broadening.
",2006-05-04 12:49:00,,False,
15215,M6,,Conventional,,"
repeat RP + 1 cm more
","
bad one. 
",2006-05-04 13:04:00,,False,
15217,M6,,Conventional,,"
repeat
","
OK, density too low
",2006-05-04 13:31:00,,False,
15219,M6,,Conventional,,"
repeat
","
big interaction with helios nozzle from 200 ms.
",2006-05-04 13:54:00,,False,
15220,M6,,Conventional,,"
repeat, nozzle at 600 mm
","
better, density lower than expected
",2006-05-04 14:17:00,,False,
15221,M6,,Conventional,,"
repeat, switch to magnetic feedback, PV6 selected
","
OK, radius smaller, density too low
",2006-05-04 14:39:00,,False,
15223,M6,,Conventional,,"
repeat
","
OK, too long sits on the central column
",2006-05-04 15:01:00,,False,
15224,M6,,Conventional,,"
try to push it outside
","
partial success
",2006-05-04 15:18:00,,False,
15225,M6,,Conventional,,"
drop current to 500 kA
","
OK
",2006-05-04 15:34:00,,False,
15226,M6,,Conventional,,"
try to make density flat
","
density too high, interaction with probe
",2006-05-04 15:51:00,,False,
15227,M6,,Conventional,,"
increase GDC to 7 min, helios nozzle at 780 mm
","
probe burns with pellets
",2006-05-04 16:11:00,,False,
15228,M6,,Conventional,,"
decrease density
","
OK
",2006-05-04 16:37:00,,False,
15229,M6,,Conventional,,"
repeat, twitch Bv
","
OK
",2006-05-04 16:54:00,,False,
15231,M6,,Conventional,,"
repeat
","
OK
",2006-05-04 17:15:00,,False,
15232,M6,,Conventional,,"
increase density
","
OK
",2006-05-04 17:31:00,,False,
15233,M6,,Conventional,,"
remove helios, restore 15169
","
OK
",2006-05-04 18:04:00,,False,
15234,M6,,Conventional,,"
repeat, move RP 25 ms later
","
OK
",2006-05-04 18:19:00,,False,
15235,M6,,Conventional,,"
repeat
","
OK
",2006-05-04 18:35:00,,False,
15236,M6,,Conventional,,"
repeat
","
OK
",2006-05-04 18:55:00,,False,
15245,M6,,Conventional,,"
Density controlled fuelling comparison shot, GAS 3 only, exercise gas 7 (wg 6)
","
got a plasma, rt density looks fine, no disruption, too much density from the start, plasma radius wrong, no good comparison to 14953, ANE needs rerun, because of leaking HFS HELIOS piezo valve prefill is too high
",2006-05-09 09:37:00,,False,
15246,M6,,Conventional,,"
remove LP inboard helios puff, otherwise repeat, no GDC!
","
good long shot, density too high in preprogrammed phase, lower gas flow in feedback controlled phase, seems to show less wall pumping because no GDC beforehand, HOMER takes only data for 0.5s, locks afterwards, and produces an PCS message because of this, no harm to the plasma though
",2006-05-09 09:56:00,,False,
15247,M6,,Conventional,,"
repeat, with 7 min GDC
","
more gas than previous shot, early density still high
",2006-05-09 10:17:00,,False,
15248,M6,,Conventional,,"
repeat
","
same gas usage as before, good shot, RCA online again, so is XTB
",2006-05-09 10:35:00,,False,
15250,M6,,Conventional,,"
repeat, with V69 frig (open all the time, so that HFS HELIOS line is pumped), HOMER software changes, BV/P4/5 gain prolonged to 0.55s 
","
good shot, frig seemes to work, HeII celeste signal increased, flow rate very similar to 15248 
",2006-05-09 11:12:00,,False,
15251,M6,,Conventional,,"
plasma Ohmic H-mode standard shot, enable HP HFS mid-plane puff, no LP puff possible, plenum pressure 2 bar despite set-point 1.6bar :-0
","
forgot to reload the shot, had HFS mid-plane puffing though, interesting though :-(
",2006-05-09 11:32:00,,False,
15252,M6,,Conventional,,"
Load standard ohmic shot 14275, with i/b gas on.
","
OK.
",2006-05-09 14:08:00,,False,
15253,M6,,Conventional,,"
Load shot 12689, with 100ms GAS7 waveform and i/b LP puff on.
","
Whoops, PV6 not selected, but useful reference anyway.
",2006-05-09 14:30:00,,False,
15254,M6,,Conventional,,"
Repeat with PV6 selected.
","
OK. Helium seen.
",2006-05-09 14:47:00,,False,
15255,M6,,Conventional,,"
Repeat, with 200ms GAS7 waveform.
","
OK.
",2006-05-09 15:05:00,,False,
15257,M6,,Conventional,,"
Repeat with GAS1-4 selected in MCS Parameters.
","
Back in business. Shot OK.
",2006-05-09 15:55:00,,False,
15258,M6,,Conventional,,"
Load shot 15255, with ZREF increased to 2cm.
","
Shot terminated early at 0.2s
",2006-05-09 16:11:00,,False,
15259,M6,,Conventional,,"
Repeat, with ZREF -0.8cm.
","
OK, but IRE at 180ms.
",2006-05-09 16:27:00,,False,
15260,M6,,Conventional,,"
Repeat, with changes to GAS1-4 waveforms to increase fuelling early.
","
OK.
",2006-05-09 16:44:00,,False,
15261,M6,,Conventional,,"
Repeat, with ZREF increased to 2cm again.
","
OK.
",2006-05-09 17:04:00,,False,
15262,M6,,Conventional,,"
Repeat, with Gundestrup probe active.
","
OK. Probe just touched plasma.
",2006-05-09 17:26:00,,False,
15263,M6,,Conventional,,"
Load shot 15260, with same probe setup.
","
OK.
",2006-05-09 17:44:00,,False,
15265,M6,,Conventional,,"
Repeat.
","
OK.
",2006-05-09 18:09:00,,False,
15266,M6,,Conventional,,"
Load 15257, with same probe setup.
","
OK.
",2006-05-09 18:25:00,,False,
15267,M6,,Conventional,,"
Repeat, with bottom fuelling only.
","
OK.
",2006-05-09 18:46:00,,False,
15268,M6,,Conventional,,"
Repeat, with top fuelling only.
","
OK.
",2006-05-09 19:02:00,,False,
15271,M6,,Conventional,,"
Standard ohmic shot
","
Not a good repeat - underdense throughout.
EFIT Z_0 looks to be miles off +ve - am investigating...
",2006-05-10 08:51:00,,False,
15272,M6,,Conventional,,"
Reload 15163
","
Whoops - left i/b gas on from test shot.
",2006-05-10 09:07:00,,False,
15273,M6,,Conventional,,"
Try again with no i/b gas
","
Disrupted early (200 ms), due to FA cut out
",2006-05-10 09:26:00,,False,
15274,M6,,Conventional,,"
Made BV and IDIV waveforms 'gentler' to match feedback/forward at about 180 ms, when FAs cut out.
","
Much better repeat
",2006-05-10 09:50:00,,False,
15275,M6,,Conventional,,"
Increase I_p from 700 to 750 kA
","
Disruption somewhat obscured on camera by unexpected locked mode at very end of shot.
",2006-05-10 10:06:00,,False,
15276,M6,,Conventional,,"
Try again
","
Disrupted a little earlier (300 ms). Camera did not work, so need to rerun anyway.
",2006-05-10 10:24:00,,False,
15277,M6,,Conventional,,"
Ditto
","
Disrupted at 200 ms, a la 15273 (FAs cut out just before)
",2006-05-10 10:41:00,,False,
15278,M6,,Conventional,,"
Change I_p to 650 kA
","
Makes it to the end now. However the plasma executes a beautifully soft landing, and there isn't even a hint of disruption-like messiness at the end! Which rather negates the point of running the shot...
",2006-05-10 11:00:00,,False,
15279,M6,,Conventional,,"
Set FA 1/2 to switch off at 350 ms to allow plasma to disrupt
","
Still managed a soft landing! Perhaps we should give it a poke before turning amplifiers off? 
",2006-05-10 11:17:00,,False,
15280,M6,,Conventional,,"
Increase Z_ref at end from 10 to 20 cm, bringing ramp forward to 250-320 ms.
Turn off proportional and derivative gains, and also FAs, at 300 ms.
","
Success! A disruption just after 300 ms. However, the IMACON camera didn't work during the interesting period...
",2006-05-10 11:35:00,,False,
15281,M6,,Conventional,,"
Increase I_p to 700 kA
","
Disrupts at 200 ms again
",2006-05-10 11:53:00,,False,
15282,M6,,Conventional,,"
Take out 'humpy' B_v demand point at 182 ms to try to match returned values to demand, and avoid straining the plasma control before 200 ms.
Also decrease prop gain by a factor of 2 throughout, as recommended by GC via RM in case of  recent FA difficulties.
","
OK, hard to tell the difference between locked mode and VDE, beta_p and sadout 
",2006-05-10 12:10:00,,False,
15283,M6,,Conventional,,"
increase Ip to 0.75 MA, by extending the Ip ramp, changed IDIV equally, though the shot doesn't track the IDIV well anyway (have to accept this, for the time beeing), !!!GAS PLANT STATE WAS SET WRONGLY!!!!
Add density control
","
only 0.272 ms, locked mode at 0.26ms :-(
",2006-05-10 13:19:00,,False,
15284,M6,,Conventional,,"
Increase density reference during current ramp up
","
No success, density did change, but still locke mode, run out of solenoid flux rather early.
",2006-05-10 13:35:00,,False,
15285,M6,,Conventional,,"
change to locked mode part, increase DRref by 7cm
","
runs out of solonoid, disrupts during Ip ramp down due to locked mode
",2006-05-10 14:02:00,,False,
15286,M6,,Conventional,,"
Restore 15008 (pre waterleak shot) as a baseline, CCBV13 removed from feedback loop, was noticed on the PF test shot, but significance was misjudged. 
","
good repeat of global performance, small differences in P6 because 15008 got vertical movement at 0.17s, which 15286 didn't have
",2006-05-10 14:40:00,,False,
15287,M6,,Conventional,,"
trigger upwards VDE around 0.225s, set TS to 0.22
","
:-) nice one, disrupts at 0.246, asm_out rating quite high though
",2006-05-10 15:07:00,,False,
15288,M6,,Conventional,,"
Increase ZREF deviation
","
VDE at 0.242s :-) a bit faster, dRsep ~ -5 mm a bit on the low side before VDE, IR camera saturates
",2006-05-10 15:24:00,,False,
15289,M6,,Conventional,,"
increase ZREF before VDE by 0.3 
","
VDE at 0.245 :-) nice, dRsep closer to 0, IR camera locally saturated
",2006-05-10 15:45:00,,False,
15290,M6,,Conventional,,"
Repeat again
","
:-) nice one again, still some saturation on the IR
",2006-05-10 16:02:00,,False,
15291,M6,,Conventional,,"
reduce IP to 0.6 MA, similar IDIV, no change in dI/dt, same Bt
","
too close to the CC after 0.2s, very slow VDE 0.245s, Ip droops a bit, lost FA's at 0.19s 
",2006-05-10 16:25:00,,False,
15292,M6,,Conventional,,"
reload #15290 to get unsaturated IR data at high Ip
","
disrupts too early at 0.18s :-(, FAs trip at 0.1655s, signal just looks this little bit worse than in 15290, Ip=0.65 MA
",2006-05-10 16:41:00,,False,
15293,M6,,Conventional,,"
repeat with reduce Zderivative gain to 0.3 from 0.155s to 0.175s
","
good shot, VDE at 0.25s :-) IR camera data OK
",2006-05-10 17:00:00,,False,
15301,M6,,Conventional,,"
standard ohmic shot
","
plasma without P2
",2006-05-12 09:30:00,,False,
15302,M6,,Conventional,,"
Repeat
","
Hooray, a shot where everything worked.
I/B gas a bit short so density failed to rise.
",2006-05-12 09:46:00,,False,
15304,M6,,Conventional,,"
try again
","
got the plasma, but cameras didn't trigger.
",2006-05-12 10:20:00,,False,
15305,M6,,Conventional,,"
repeat (adjusted EFPS enable window to see if it reduces problems with P2XO)
","
good repeat but only got data with Photron camera
",2006-05-12 10:36:00,,False,
15306,M6,,Conventional,,"
repeat, starting TF rise earlier to compensate for slower TF rise
","
Got cameras and good TF flattop
",2006-05-12 10:59:00,,False,
15308,M6,,Conventional,,"
repeat
","
plasma survived forced Z displacement, in spite of zero vertical feedback! interesting HSV picture
",2006-05-12 11:37:00,,False,
15309,M6,,Conventional,,"
reduce Idiv to get the same Idiv/Ip as before. Add a voltage kick to Ztest to force a VDE.
","
oops, forgot GDC. Higher initial density with lower plasma current, interesting plasma shape but no Ip flattop before VDE
",2006-05-12 11:52:00,,False,
15310,M6,,Conventional,,"
repeat
","
good shot
",2006-05-12 12:09:00,,False,
15311,M6,,Conventional,,"
raise Ip to 1MA, rescale Idiv also.
","
disrupts upwards at 200ms
",2006-05-12 12:28:00,,False,
15312,M6,,Conventional,,"
adjust physics waveforms to improve match, delay start of Ip flattop by 10ms. Adjust Ztest kick
","
still get upwards disruption at start of flattop
",2006-05-12 12:47:00,,False,
15313,M6,,Conventional,,"
reload 15291 but with Z category of the last shot
","
good shot
",2006-05-12 13:07:00,,False,
15314,M6,,Conventional,,"
adjust waveforms to hit Ip flattop a bit earlier
","
good
",2006-05-12 13:25:00,,False,
15315,M6,,Conventional,,"
delay Z waveforms to get VDE 30ms later
","
disrupts on schedule but a mode appears to lock just before it.
",2006-05-12 13:44:00,,False,
